osm_id,name,latitude,longitude,poi_kind,raw_main_tag
node/8918438776,"Břeclav, Slovácká",48.7599697,16.8877539,bus_stop,bus=yes
node/1711190170,"Tvrdonice, náměstí",48.7609406,16.9928308,bus_stop,bus=yes
node/11039510663,"Hořice na Šumavě, samoty",48.7610376,14.1580793,bus_stop,bus=yes
node/2422417151,Horní Stropnice,48.7612749,14.7336203,bus_stop,bus=yes
node/7744494983,Hubenov,48.7616401,14.4757676,bus_stop,bus=yes
node/2960758177,"Benešov n.Černou,Klení",48.7620157,14.6224945,bus_stop,bus=yes
node/280391343,"Břeclav, Charvátská Nová Ves, Palackého",48.7621982,16.8511911,bus_stop,bus=yes
node/13119712871,Lužná,48.76241,14.2975866,bus_stop,bus=yes
node/11162377211,"Břeclav, Charvátská Nová Ves, Palackého",48.7625462,16.8508555,bus_stop,bus=yes
node/11039511184,Soběnov,48.7627063,14.5453547,bus_stop,bus=yes
node/157394498,"Břeclav, Sovadinova",48.7627154,16.8893577,bus_stop,bus=yes
node/801381925,"Chvalovice, Hatě, FREEPORT",48.7632307,16.0604403,bus_stop,highway=bus_stop
node/8918438777,"Břeclav, cukrovar",48.7633674,16.8851827,bus_stop,bus=yes
node/157394487,"Břeclav, Sovadinova",48.7634675,16.8891641,bus_stop,bus=yes
node/8918438778,"Břeclav, cukrovar",48.7634977,16.8861312,bus_stop,bus=yes
node/10887148186,"Tvrdonice, Týnecká",48.7637356,16.9946282,bus_stop,bus=yes
node/11039510502,"Horní Planá, Lira",48.7638107,14.0358679,bus_stop,bus=yes
node/12036543496,"Tvrdonice, mateřská škola",48.7641946,16.9897547,bus_stop,bus=yes
node/9897524452,"Bohdalovice, Slavkov",48.7642277,14.2426375,bus_stop,bus=yes
node/11039510794,"Větřní, Na kopci",48.7648558,14.2839391,bus_stop,bus=yes
node/11039512324,"České Velenice, dílny ČD",48.764963,14.9622308,bus_stop,bus=yes
node/10887148185,"Tvrdonice, Týnecká",48.765155,16.9962195,bus_stop,bus=yes
node/8740553927,"Hořice na Šumavě, U hřbitova",48.7654248,14.1734369,bus_stop,bus=yes
node/5759327706,Horní Planá,48.7657401,14.032985,bus_stop,bus=yes
node/11039511172,"Kaplice, Pořešinec",48.7658054,14.4985557,bus_stop,bus=yes
node/11039510820,"Větřní, Dobrné",48.7662983,14.3075202,bus_stop,bus=yes
node/11039510821,"Větřní, Dobrné",48.7664984,14.3071138,bus_stop,bus=yes
node/11162377208,"Břeclav, Charvátská Nová Ves, Lednická",48.7665818,16.8465895,bus_stop,bus=yes
node/7744527386,Raveň,48.7666694,14.4723226,bus_stop,bus=yes
node/11162377209,"Břeclav, Charvátská Nová Ves, Lednická",48.7669599,16.8465082,bus_stop,bus=yes
node/7744527385,Raveň,48.7670451,14.4718069,bus_stop,bus=yes
node/11039512042,"Horní Stropnice, Rychnov u N. H., sever",48.767094,14.6734921,bus_stop,bus=yes
node/11039512325,"České Velenice, hotel Konzul",48.7675242,14.9656092,bus_stop,bus=yes
node/5527678495,Hořice na Šumavě,48.767585,14.1806473,bus_stop,bus=yes
node/8918438771,"Břeclav, Stará Břeclav, Lidická",48.7679287,16.8897851,bus_stop,bus=yes
node/8918438770,"Břeclav, Stará Břeclav, Domov seniorů",48.7679475,16.8873751,bus_stop,bus=yes
node/11039512326,"České Velenice, hotel Konzul",48.7680703,14.9642935,bus_stop,bus=yes
node/11039512080,"Horní Stropnice, Meziluží, rozc. 0.8",48.7682508,14.7022949,bus_stop,bus=yes
node/8918438769,"Břeclav, Stará Břeclav, Domov seniorů",48.76843,16.8874371,bus_stop,bus=yes
node/2467878045,"Břeclav, Charvátská Nová Ves, Obránců míru",48.7693918,16.8477007,bus_stop,bus=yes
node/5134722028,"Horní Stropnice, Světví",48.7695274,14.7555292,bus_stop,bus=yes
node/11039512327,"České Velenice, žel. st.",48.7696527,14.9583983,bus_stop,bus=yes
node/6924683317,"Větřní, Točna",48.7705382,14.2854404,bus_stop,bus=yes
node/6924683318,"Větřní, Točna",48.7708909,14.2853649,bus_stop,bus=yes
node/11039510500,"Horní Planá, Jelm",48.7713851,14.0556532,bus_stop,bus=yes
node/11039512237,"Horní Stropnice, Humenice, rozc. 1.0",48.7716324,14.7277761,bus_stop,bus=yes
node/11039510973,"Střítež, Rejty",48.771977,14.4435537,bus_stop,bus=yes
node/11039512078,"Horní Stropnice, Olbramov, rozc. 0.9",48.7722842,14.7107764,bus_stop,bus=yes
node/8918426396,"Břeclav, Stará Břeclav, Mánesova",48.7723129,16.8879313,bus_stop,bus=yes
node/11039510784,"Hořice na Šumavě, Skláře, rozc.",48.7725529,14.1995048,bus_stop,bus=yes
node/5354448566,"Dyjákovice, nad hostincem",48.7726342,16.2992129,bus_stop,bus=yes
node/265755893,"Břeclav, Stará Břeclav, Skopalíkova",48.772876,16.891339,bus_stop,bus=yes
node/5354237096,"Dyjákovice, škola",48.7729157,16.3038987,bus_stop,bus=yes
node/5354237097,"Dyjákovice, škola",48.7729175,16.3033113,bus_stop,bus=yes
node/11039510783,"Hořice na Šumavě, Skláře, rozc.",48.772998,14.1997303,bus_stop,bus=yes
node/800751027,Hnízdo,48.7731117,16.1318882,bus_stop,highway=bus_stop
node/8688386891,"Hrádek, u mlýna",48.7731549,16.2779867,bus_stop,bus=yes
node/12368016624,"Sedlec, sídliště",48.7733053,16.7035808,bus_stop,bus=yes
node/8688386892,"Hrádek, u mlýna",48.7734756,16.2771008,bus_stop,bus=yes
node/11220750011,"Hlohovec, obecní úřad",48.7740398,16.7630219,bus_stop,bus=yes
